datetime,consumption,visibility,windbearing,temperature,dewpoint,pressure,apparenttemperature,windspeed,humidity,lclid,cat_rain,cat_snow,cat_clear-day,cat_clear-night,cat_cloudy,cat_fog,cat_partly-cloudy-day,cat_partly-cloudy-night,cat_wind,cat_breezy,cat_breezy-and-mostly-cloudy,cat_breezy-and-overcast,cat_breezy-and-partly-cloudy,cat_clear,cat_foggy,cat_mostly-cloudy,cat_overcast,cat_partly-cloudy,cat_windy,cat_windy-and-mostly-cloudy,cat_windy-and-overcast,cat_windy-and-partly-cloudy,time_of_day,day_of_year,sin_time_of_day,cos_time_of_day,sin_day_of_year,cos_day_of_year
2012-02-04 04:00:00,0.033,10.44,313.0,-2.18,-6.17,1039.26,-4.3,1.53,0.74,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,35,0.8660254037844386,0.5000000000000001,0.5653446739747429,0.8248547748594244
2012-02-04 05:00:00,0.15,9.66,337.0,-2.32,-5.97,1039.36,-2.32,0.72,0.76,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,35,0.9659258262890683,0.25881904510252074,0.5653446739747429,0.8248547748594244
2012-02-04 06:00:00,0.053999998,9.45,322.0,-2.86,-6.34,1039.03,-2.86,0.6,0.77,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,35,1.0,6.123233995736766e-17,0.5653446739747429,0.8248547748594244
2012-02-04 07:00:00,0.0195,8.96,299.0,-2.96,-6.13,1039.15,-2.96,0.8,0.79,LAX10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0,35,0.9659258262890683,-0.25881904510252063,0.5653446739747429,0.8248547748594244
2012-02-04 08:00:00,0.0195,9.48,205.0,-3.27,-6.08,1039.49,-3.27,0.38,0.81,LAX10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0,35,0.8660254037844387,-0.4999999999999998,0.5653446739747429,0.8248547748594244
2012-02-04 09:00:00,0.024,8.64,127.0,-2.71,-5.32,1039.13,-5.19,1.72,0.82,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,35,0.7071067811865476,-0.7071067811865475,0.5653446739747429,0.8248547748594244
2012-02-04 10:00:00,0.15,7.68,141.0,-1.75,-4.73,1038.82,-4.94,2.36,0.8,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,35,0.49999999999999994,-0.8660254037844387,0.5653446739747429,0.8248547748594244
2012-02-04 11:00:00,0.3105,8.58,149.0,-0.3,-3.13,1038.9,-4.38,3.63,0.81,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0,35,0.258819045102521,-0.9659258262890682,0.5653446739747429,0.8248547748594244
2012-02-04 12:00:00,0.6885,9.82,157.0,0.29,-3.39,1038.24,-3.84,3.88,0.76,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.0,35,1.2246467991473532e-16,-1.0,0.5653446739747429,0.8248547748594244
2012-02-04 13:00:00,0.3675,10.93,158.0,0.76,-3.02,1037.62,-3.11,3.65,0.76,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.0,35,-0.2588190451025208,-0.9659258262890683,0.5653446739747429,0.8248547748594244
2012-02-04 14:00:00,1.7055,11.35,160.0,0.51,-3.48,1036.6,-3.47,3.72,0.75,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0,35,-0.4999999999999997,-0.8660254037844388,0.5653446739747429,0.8248547748594244
2012-02-04 15:00:00,1.9350001,12.49,159.0,0.79,-3.28,1035.68,-2.96,3.5,0.74,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0,35,-0.7071067811865471,-0.7071067811865479,0.5653446739747429,0.8248547748594244
2012-02-04 16:00:00,1.8195,11.84,156.0,0.21,-3.6,1034.75,-4.07,4.06,0.76,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,35,-0.8660254037844384,-0.5000000000000004,0.5653446739747429,0.8248547748594244
2012-02-04 17:00:00,1.497,11.62,163.0,0.07,-3.63,1033.9,-4.65,4.7,0.76,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.0,35,-0.9659258262890683,-0.25881904510252063,0.5653446739747429,0.8248547748594244
2012-02-04 18:00:00,0.021000002,9.74,163.0,-0.32,-3.88,1033.04,-5.34,5.04,0.77,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,35,-1.0,-1.8369701987210297e-16,0.5653446739747429,0.8248547748594244
2012-02-04 19:00:00,0.1335,5.63,164.0,-0.79,-3.18,1031.74,-5.9,4.99,0.84,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.0,35,-0.9659258262890684,0.2588190451025203,0.5653446739747429,0.8248547748594244
2012-02-04 20:00:00,0.096,3.36,164.0,-0.81,-2.07,1030.01,-5.83,4.84,0.91,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,35,-0.8660254037844386,0.5000000000000001,0.5653446739747429,0.8248547748594244
2012-02-04 21:00:00,0.0195,2.24,162.0,-0.68,-1.96,1028.75,-5.39,4.39,0.91,LAX10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,35,-0.7071067811865477,0.7071067811865474,0.5653446739747429,0.8248547748594244
2012-02-04 22:00:00,0.0195,1.26,161.0,-0.65,-1.23,1027.58,-5.45,4.55,0.96,LAX10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.0,35,-0.5000000000000004,0.8660254037844384,0.5653446739747429,0.8248547748594244
2012-02-04 23:00:00,0.471,0.95,159.0,-0.17,-0.72,1025.84,-4.81,4.48,0.96,LAX10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.0,35,-0.25881904510252157,0.9659258262890681,0.5653446739747429,0.8248547748594244
2012-02-05 00:00:00,0.5835,1.32,160.0,-0.12,-0.22,1024.21,-4.68,4.35,0.99,LAX10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,36,0.0,1.0,0.5794210982045637,0.8150283375168114
2012-02-05 01:00:00,0.022499999,1.42,160.0,0.22,-0.18,1023.1,-3.88,3.82,0.97,LAX10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,36,0.25881904510252074,0.9659258262890683,0.5794210982045637,0.8150283375168114
2012-02-05 02:00:00,0.153,1.98,150.0,0.26,0.18,1022.83,-3.27,3.1,0.99,LAX10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,36,0.49999999999999994,0.8660254037844387,0.5794210982045637,0.8150283375168114
2012-02-05 03:00:00,0.1095,3.09,131.0,0.28,0.2,1022.49,-2.46,2.28,0.99,LAX10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,36,0.7071067811865475,0.7071067811865476,0.5794210982045637,0.8150283375168114
2012-02-05 04:00:00,0.021000002,3.44,112.0,0.39,-0.16,1022.77,-1.88,1.9,0.96,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,36,0.8660254037844386,0.5000000000000001,0.5794210982045637,0.8150283375168114
2012-02-05 05:00:00,0.0195,3.86,100.0,0.38,-0.16,1023.46,-1.74,1.79,0.96,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,36,0.9659258262890683,0.25881904510252074,0.5794210982045637,0.8150283375168114
2012-02-05 06:00:00,0.0435,4.47,103.0,0.38,0.19,1024.16,-1.2,1.42,0.99,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,36,1.0,6.123233995736766e-17,0.5794210982045637,0.8150283375168114
2012-02-05 07:00:00,0.147,3.93,111.0,0.36,0.21,1024.73,0.36,1.07,0.99,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,36,0.9659258262890683,-0.25881904510252063,0.5794210982045637,0.8150283375168114
2012-02-05 08:00:00,0.3,4.63,103.0,0.38,0.14,1025.55,0.38,0.59,0.98,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,36,0.8660254037844387,-0.4999999999999998,0.5794210982045637,0.8150283375168114
2012-02-05 09:00:00,0.21,4.41,150.0,0.31,0.1,1026.32,0.31,0.83,0.98,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,36,0.7071067811865476,-0.7071067811865475,0.5794210982045637,0.8150283375168114
2012-02-05 10:00:00,0.2955,4.15,156.0,0.35,0.14,1027.29,0.35,0.9,0.99,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,36,0.49999999999999994,-0.8660254037844387,0.5794210982045637,0.8150283375168114
2012-02-05 11:00:00,0.28350002,5.28,194.0,0.76,0.12,1028.02,0.76,0.93,0.95,LAX10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0,36,0.258819045102521,-0.9659258262890682,0.5794210982045637,0.8150283375168114
2012-02-05 12:00:00,0.70799994,4.57,234.0,1.17,0.48,1028.74,1.17,1.16,0.95,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.0,36,1.2246467991473532e-16,-1.0,0.5794210982045637,0.8150283375168114
2012-02-05 13:00:00,0.6315,5.92,227.0,1.69,0.31,1028.99,1.69,1.1,0.9,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.0,36,-0.2588190451025208,-0.9659258262890683,0.5794210982045637,0.8150283375168114
2012-02-05 14:00:00,0.3885,6.66,237.0,1.77,-0.09,1029.07,1.77,0.93,0.87,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0,36,-0.4999999999999997,-0.8660254037844388,0.5794210982045637,0.8150283375168114
2012-02-05 15:00:00,0.2925,5.89,244.0,1.81,0.36,1029.41,1.81,0.98,0.9,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0,36,-0.7071067811865471,-0.7071067811865479,0.5794210982045637,0.8150283375168114
2012-02-05 16:00:00,0.45,6.05,265.0,1.45,0.04,1029.79,1.45,0.96,0.9,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.0,36,-0.8660254037844384,-0.5000000000000004,0.5794210982045637,0.8150283375168114
2012-02-05 17:00:00,0.27899998,5.52,269.0,1.49,0.34,1030.12,1.49,1.11,0.92,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17.0,36,-0.9659258262890683,-0.25881904510252063,0.5794210982045637,0.8150283375168114
2012-02-05 18:00:00,0.6045,4.6,246.0,1.38,0.68,1030.58,1.38,0.91,0.95,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,36,-1.0,-1.8369701987210297e-16,0.5794210982045637,0.8150283375168114
2012-02-05 19:00:00,0.93149996,3.73,230.0,1.46,0.8,1030.81,1.46,0.77,0.95,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.0,36,-0.9659258262890684,0.2588190451025203,0.5794210982045637,0.8150283375168114
2012-02-05 20:00:00,1.6485,3.51,250.0,1.44,0.45,1031.21,1.44,0.68,0.93,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,36,-0.8660254037844386,0.5000000000000001,0.5794210982045637,0.8150283375168114
2012-02-05 21:00:00,1.9035001,4.68,243.0,1.41,0.83,1031.63,1.41,0.64,0.96,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,36,-0.7071067811865477,0.7071067811865474,0.5794210982045637,0.8150283375168114
2012-02-05 22:00:00,1.848,4.25,192.0,1.43,0.81,1031.44,1.43,1.04,0.96,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0,36,-0.5000000000000004,0.8660254037844384,0.5794210982045637,0.8150283375168114
2012-02-05 23:00:00,1.644,2.9,200.0,1.44,1.2,1031.37,1.44,1.03,0.98,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.0,36,-0.25881904510252157,0.9659258262890681,0.5794210982045637,0.8150283375168114
2012-02-06 00:00:00,0.12,1.98,196.0,1.41,0.86,1031.36,1.41,0.91,0.96,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,37,0.0,1.0,0.593326764377232,0.8049617075821959
2012-02-06 01:00:00,0.13350001,2.0,218.0,1.41,0.81,1031.54,1.41,1.18,0.96,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,37,0.25881904510252074,0.9659258262890683,0.593326764377232,0.8049617075821959
2012-02-06 02:00:00,0.033,2.2,197.0,1.39,1.17,1031.4,1.39,0.46,0.98,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,37,0.49999999999999994,0.8660254037844387,0.593326764377232,0.8049617075821959
2012-02-06 03:00:00,0.0195,2.08,66.0,1.76,1.19,1031.38,1.76,0.12,0.96,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,37,0.7071067811865475,0.7071067811865476,0.593326764377232,0.8049617075821959
2012-02-06 04:00:00,0.1305,1.19,65.0,1.4,1.27,1031.55,1.4,0.95,0.99,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,37,0.8660254037844386,0.5000000000000001,0.593326764377232,0.8049617075821959
2012-02-06 05:00:00,0.117,0.97,95.0,1.72,1.62,1031.7,1.72,0.84,0.99,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,37,0.9659258262890683,0.25881904510252074,0.593326764377232,0.8049617075821959
2012-02-06 06:00:00,0.018,1.59,111.0,1.46,1.26,1031.87,1.46,0.8,0.99,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.0,37,1.0,6.123233995736766e-17,0.593326764377232,0.8049617075821959
2012-02-06 07:00:00,0.0255,1.21,120.0,1.64,1.09,1032.24,1.64,0.29,0.96,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.0,37,0.9659258262890683,-0.25881904510252063,0.593326764377232,0.8049617075821959
2012-02-06 08:00:00,0.1455,1.75,133.0,1.63,1.11,1032.45,1.63,0.6,0.96,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.0,37,0.8660254037844387,-0.4999999999999998,0.593326764377232,0.8049617075821959
2012-02-06 09:00:00,0.0855,2.37,116.0,1.74,1.24,1032.85,1.74,0.51,0.96,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.0,37,0.7071067811865476,-0.7071067811865475,0.593326764377232,0.8049617075821959
2012-02-06 10:00:00,0.018,2.93,116.0,2.43,1.5,1033.23,2.43,0.36,0.94,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,37,0.49999999999999994,-0.8660254037844387,0.593326764377232,0.8049617075821959
2012-02-06 11:00:00,0.061500005,3.51,87.0,3.43,1.78,1033.34,3.43,0.86,0.89,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0,37,0.258819045102521,-0.9659258262890682,0.593326764377232,0.8049617075821959
2012-02-06 12:00:00,0.13800001,4.7,81.0,3.94,1.88,1033.21,3.94,0.47,0.86,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.0,37,1.2246467991473532e-16,-1.0,0.593326764377232,0.8049617075821959
2012-02-06 13:00:00,0.052500002,5.68,70.0,3.85,1.46,1033.09,3.85,0.74,0.84,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.0,37,-0.2588190451025208,-0.9659258262890683,0.593326764377232,0.8049617075821959
2012-02-06 14:00:00,0.018,5.99,69.0,4.08,1.57,1033.05,4.08,1.15,0.84,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.0,37,-0.4999999999999997,-0.8660254037844388,0.593326764377232,0.8049617075821959
2012-02-06 15:00:00,0.102,6.61,75.0,3.84,1.5,1032.97,3.84,0.64,0.85,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15.0,37,-0.7071067811865471,-0.7071067811865479,0.593326764377232,0.8049617075821959
2012-02-06 16:00:00,0.13350001,6.76,79.0,3.14,1.21,1033.09,3.14,0.63,0.87,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,37,-0.8660254037844384,-0.5000000000000004,0.593326764377232,0.8049617075821959
2012-02-06 17:00:00,0.038999997,5.01,39.0,2.38,0.61,1033.27,2.38,0.96,0.88,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.0,37,-0.9659258262890683,-0.25881904510252063,0.593326764377232,0.8049617075821959
2012-02-06 18:00:00,0.018,3.06,74.0,2.49,0.79,1033.89,2.49,0.99,0.89,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,37,-1.0,-1.8369701987210297e-16,0.593326764377232,0.8049617075821959
2012-02-06 19:00:00,0.117,3.72,79.0,2.16,0.52,1034.52,0.15,1.93,0.89,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.0,37,-0.9659258262890684,0.2588190451025203,0.593326764377232,0.8049617075821959
2012-02-06 20:00:00,0.13350001,3.46,96.0,1.97,0.73,1034.88,1.97,1.22,0.92,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,37,-0.8660254037844386,0.5000000000000001,0.593326764377232,0.8049617075821959
2012-02-06 21:00:00,0.021000002,3.99,86.0,1.77,0.71,1035.29,1.77,1.1,0.93,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,37,-0.7071067811865477,0.7071067811865474,0.593326764377232,0.8049617075821959
2012-02-06 22:00:00,0.018,3.28,125.0,1.73,0.4,1035.55,1.73,0.39,0.91,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0,37,-0.5000000000000004,0.8660254037844384,0.593326764377232,0.8049617075821959
2012-02-06 23:00:00,0.132,2.74,62.0,1.66,0.43,1035.75,1.66,0.13,0.92,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.0,37,-0.25881904510252157,0.9659258262890681,0.593326764377232,0.8049617075821959
2012-02-07 00:00:00,0.1125,2.19,333.0,1.6,0.69,1036.25,1.6,0.72,0.94,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,38,0.0,1.0,0.6070575744291002,0.7946578517376252
2012-02-07 01:00:00,0.018,2.03,22.0,1.57,0.73,1036.35,1.57,0.44,0.94,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,38,0.25881904510252074,0.9659258262890683,0.6070575744291002,0.7946578517376252
2012-02-07 02:00:00,0.067499995,2.7,23.0,1.52,0.58,1036.52,1.52,0.51,0.93,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,38,0.49999999999999994,0.8660254037844387,0.6070575744291002,0.7946578517376252
2012-02-07 03:00:00,0.13949999,1.8,42.0,1.92,0.98,1036.48,1.92,0.92,0.94,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,38,0.7071067811865475,0.7071067811865476,0.6070575744291002,0.7946578517376252
2012-02-07 04:00:00,0.022499999,2.41,74.0,1.64,0.71,1036.67,1.64,1.19,0.94,LAX10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,38,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
2012-02-07 05:00:00,0.030000001,4.52,81.0,1.26,0.02,1037.07,-0.26,1.46,0.91,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,38,0.9659258262890683,0.25881904510252074,0.6070575744291002,0.7946578517376252
2012-02-07 06:00:00,0.1455,6.08,80.0,1.22,-0.84,1037.4,-0.89,1.88,0.86,LAX10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,38,1.0,6.123233995736766e-17,0.6070575744291002,0.7946578517376252
2012-02-07 07:00:00,0.0585,6.31,88.0,1.06,-1.0,1038.0,-1.59,2.32,0.86,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,38,0.9659258262890683,-0.25881904510252063,0.6070575744291002,0.7946578517376252
2012-02-07 08:00:00,0.018,8.11,100.0,1.16,-1.13,1038.8,-1.81,2.66,0.85,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.0,38,0.8660254037844387,-0.4999999999999998,0.6070575744291002,0.7946578517376252
2012-02-07 09:00:00,0.118499994,9.06,96.0,1.22,-1.63,1039.5,-1.44,2.37,0.81,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9.0,38,0.7071067811865476,-0.7071067811865475,0.6070575744291002,0.7946578517376252
2012-02-07 10:00:00,0.0915,9.78,83.0,1.66,-2.56,1040.06,-1.23,2.68,0.73,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10.0,38,0.49999999999999994,-0.8660254037844387,0.6070575744291002,0.7946578517376252
2012-02-07 11:00:00,0.0195,10.35,81.0,1.86,-4.09,1040.67,-1.07,2.77,0.65,LAX10,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,38,0.258819045102521,-0.9659258262890682,0.6070575744291002,0.7946578517376252
2012-02-07 12:00:00,0.08849999,11.44,81.0,2.34,-4.16,1040.77,-0.81,3.16,0.62,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,38,1.2246467991473532e-16,-1.0,0.6070575744291002,0.7946578517376252
2012-02-07 13:00:00,0.135,11.44,74.0,2.63,-3.65,1040.89,-0.76,3.56,0.63,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.0,38,-0.2588190451025208,-0.9659258262890683,0.6070575744291002,0.7946578517376252
2012-02-07 14:00:00,0.0285,11.88,63.0,2.09,-4.82,1040.98,-1.75,4.05,0.6,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14.0,38,-0.4999999999999997,-0.8660254037844388,0.6070575744291002,0.7946578517376252
2012-02-07 15:00:00,0.026999999,12.01,68.0,1.17,-5.09,1041.07,-3.28,4.68,0.63,LAX10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0,38,-0.7071067811865471,-0.7071067811865479,0.6070575744291002,0.7946578517376252
2012-02-07 16:00:00,0.144,11.88,67.0,0.37,-5.9,1041.41,-4.44,4.98,0.63,LAX10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0,38,-0.8660254037844384,-0.5000000000000004,0.6070575744291002,0.7946578517376252
2012-02-07 17:00:00,0.069,11.93,68.0,-0.76,-7.33,1041.95,-5.83,4.94,0.61,LAX10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.0,38,-0.9659258262890683,-0.25881904510252063,0.6070575744291002,0.7946578517376252
2012-02-07 18:00:00,0.018,12.01,66.0,-2.13,-8.19,1042.74,-7.43,4.77,0.63,LAX10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18.0,38,-1.0,-1.8369701987210297e-16,0.6070575744291002,0.7946578517376252
2012-02-07 19:00:00,0.115499996,12.52,68.0,-2.72,-8.37,1043.21,-7.99,4.5,0.65,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,38,-0.9659258262890684,0.2588190451025203,0.6070575744291002,0.7946578517376252
2012-02-07 20:00:00,0.114,13.04,62.0,-2.83,-8.35,1043.32,-7.59,3.79,0.66,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0,38,-0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252
2012-02-07 21:00:00,0.018,13.29,41.0,-2.8,-7.93,1043.2,-6.94,3.07,0.68,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.0,38,-0.7071067811865477,0.7071067811865474,0.6070575744291002,0.7946578517376252
2012-02-07 22:00:00,0.067499995,13.99,30.0,-2.74,-7.43,1042.85,-6.78,2.99,0.7,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22.0,38,-0.5000000000000004,0.8660254037844384,0.6070575744291002,0.7946578517376252
2012-02-07 23:00:00,0.1365,13.41,27.0,-2.56,-7.23,1042.63,-7.19,3.7,0.7,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,38,-0.25881904510252157,0.9659258262890681,0.6070575744291002,0.7946578517376252
2012-02-08 00:00:00,0.081,13.33,28.0,-2.1,-6.61,1042.55,-6.87,4.01,0.71,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,39,0.0,1.0,0.6206094818274227,0.7841198065767105
2012-02-08 01:00:00,0.018,13.41,21.0,-2.03,-6.1,1042.45,-6.39,3.5,0.74,LAX10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,39,0.25881904510252074,0.9659258262890683,0.6206094818274227,0.7841198065767105
2012-02-08 02:00:00,0.0855,13.41,32.0,-1.81,-5.97,1042.04,-6.48,3.97,0.73,LAX10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,39,0.49999999999999994,0.8660254037844387,0.6206094818274227,0.7841198065767105
